Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
AE116,Nextcloud Server,"Nextcloud Server is an open-source project for private cloud collaboration. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Private Cloud Collaboration,"Private Cloud Collaboration, PHP, JavaScript, MySQL, File synchronization, sharing and modular cloud applications","Build a reliable and extensible private cloud collaboration solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable private cloud collaboration platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect files, calendars, contacts and collaboration data, apply file synchronization, sharing and modular cloud applications, validate functionality and deploy the solution using PHP, JavaScript, MySQL.",configuration; control plane; runtime services; observability; administration,"PHP, JavaScript, MySQL","File synchronization, sharing and modular cloud applications","Files, calendars, contacts and collaboration data","PHP, JavaScript",PHP,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable private cloud collaboration platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/nextcloud/server,,Nextcloud Server contributors,Nextcloud GmbH,2016,https://github.com/nextcloud/server,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE117,ownCloud Core,"ownCloud Core is an open-source project for file synchronization platform. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,File Synchronization Platform,"File Synchronization Platform, PHP, JavaScript, WebDAV synchronization, sharing and access control","Build a reliable and extensible file synchronization platform solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable file synchronization platform platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect files and user metadata, apply webdav synchronization, sharing and access control, validate functionality and deploy the solution using PHP, JavaScript.",authentication; data layer; core services; user interface; administration,"PHP, JavaScript","WebDAV synchronization, sharing and access control",Files and user metadata,"PHP, JavaScript",PHP,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable file synchronization platform platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/owncloud/core,,ownCloud Core contributors,ownCloud,2010,https://github.com/owncloud/core,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE118,Moodle,"Moodle is an open-source project for learning management system. It provides production-ready services, extensible components and documented deployment workflows.",Software Engineering,Learning Management System,"Learning Management System, PHP, JavaScript, SQL, Course management, assessments and role-based learning workflows","Build a reliable and extensible learning management system solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable learning management system platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect courses, quizzes, grades and learner activity, apply course management, assessments and role-based learning workflows, validate functionality and deploy the solution using PHP, JavaScript, SQL.",course management; user management; assessments; reporting; integrations,"PHP, JavaScript, SQL","Course management, assessments and role-based learning workflows","Courses, quizzes, grades and learner activity","PHP, JavaScript",PHP,"Git, Docker, command line, package manager, automated testing and documentation tools",Standard development workstation and application server,"A deployable learning management system platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/moodle/moodle,,Moodle contributors,Moodle Project,2002,https://github.com/moodle/moodle,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE119,Canvas LMS,"Canvas LMS is an open-source project for learning management system. It provides production-ready services, extensible components and documented deployment workflows.",Software Engineering,Learning Management System,"Learning Management System, Ruby, JavaScript, PostgreSQL, Course delivery, grading and learning analytics","Build a reliable and extensible learning management system solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable learning management system platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect courses, assignments, grades and users, apply course delivery, grading and learning analytics, validate functionality and deploy the solution using Ruby, JavaScript, PostgreSQL.",course management; user management; assessments; reporting; integrations,"Ruby, JavaScript, PostgreSQL","Course delivery, grading and learning analytics","Courses, assignments, grades and users","Ruby, JavaScript",Ruby,"Git, Docker, command line, package manager, automated testing and documentation tools",Standard development workstation and application server,"A deployable learning management system platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/instructure/canvas-lms,,Canvas LMS contributors,Instructure,2010,https://github.com/instructure/canvas-lms,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE120,Open edX Platform,"Open edX Platform is an open-source project for online learning platform. It provides production-ready services, extensible components and documented deployment workflows.",Software Engineering,Online Learning Platform,"Online Learning Platform, Python, JavaScript, Django, Course authoring, content delivery and learner assessment","Build a reliable and extensible online learning platform solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable online learning platform platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect course content, learner events and grades, apply course authoring, content delivery and learner assessment, validate functionality and deploy the solution using Python, JavaScript, Django.",course management; user management; assessments; reporting; integrations,"Python, JavaScript, Django","Course authoring, content delivery and learner assessment","Course content, learner events and grades","Python, JavaScript",Python,"Git, Docker, command line, package manager, automated testing and documentation tools",Standard development workstation and application server,"A deployable online learning platform platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/openedx/edx-platform,,Open edX Platform contributors,Open edX,2012,https://github.com/openedx/edx-platform,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE121,Apache Kafka,"Apache Kafka is an open-source project for distributed event streaming. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Distributed Event Streaming,"Distributed Event Streaming, Java, Scala, Distributed commit log, partitioning and replication","Build a reliable and extensible distributed event streaming solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable distributed event streaming platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect event streams, apply distributed commit log, partitioning and replication, validate functionality and deploy the solution using Java, Scala.",authentication; data layer; core services; user interface; administration,"Java, Scala","Distributed commit log, partitioning and replication",Event streams,"Java, Scala",Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable distributed event streaming platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/kafka,,Apache Kafka contributors,Apache Software Foundation,2011,https://github.com/apache/kafka,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE122,Apache Cassandra,"Apache Cassandra is an open-source project for distributed nosql database. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Distributed NoSQL Database,"Distributed NoSQL Database, Java, Consistent hashing, replication and tunable consistency","Build a reliable and extensible distributed nosql database solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable distributed nosql database platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect wide-column distributed data, apply consistent hashing, replication and tunable consistency, validate functionality and deploy the solution using Java.",storage engine; query processor; replication; administration; monitoring,Java,"Consistent hashing, replication and tunable consistency",Wide-column distributed data,Java,Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable distributed nosql database platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/cassandra,,Apache Cassandra contributors,Apache Software Foundation,2008,https://github.com/apache/cassandra,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE123,Apache Hadoop,"Apache Hadoop is an open-source project for distributed storage and processing. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Distributed Storage and Processing,"Distributed Storage and Processing, Java, HDFS replication and MapReduce","Build a reliable and extensible distributed storage and processing solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable distributed storage and processing platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect large-scale files and batch data, apply hdfs replication and mapreduce, validate functionality and deploy the solution using Java.",authentication; data layer; core services; user interface; administration,Java,HDFS replication and MapReduce,Large-scale files and batch data,Java,Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable distributed storage and processing platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/hadoop,,Apache Hadoop contributors,Apache Software Foundation,2006,https://github.com/apache/hadoop,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE124,Apache Hive,"Apache Hive is an open-source project for data warehouse. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Data Warehouse,"Data Warehouse, Java, SQL, SQL compilation and distributed query execution","Build a reliable and extensible data warehouse solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable data warehouse platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect structured data in distributed storage, apply sql compilation and distributed query execution, validate functionality and deploy the solution using Java, SQL.",storage engine; query processor; replication; administration; monitoring,"Java, SQL",SQL compilation and distributed query execution,Structured data in distributed storage,"Java, SQL",Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable data warehouse platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/hive,,Apache Hive contributors,Apache Software Foundation,2010,https://github.com/apache/hive,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE125,Apache HBase,"Apache HBase is an open-source project for distributed wide-column database. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Distributed Wide-Column Database,"Distributed Wide-Column Database, Java, LSM-tree storage, region partitioning and replication","Build a reliable and extensible distributed wide-column database solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable distributed wide-column database platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect sparse distributed tables, apply lsm-tree storage, region partitioning and replication, validate functionality and deploy the solution using Java.",storage engine; query processor; replication; administration; monitoring,Java,"LSM-tree storage, region partitioning and replication",Sparse distributed tables,Java,Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable distributed wide-column database platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/hbase,,Apache HBase contributors,Apache Software Foundation,2008,https://github.com/apache/hbase,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE126,Apache NiFi,"Apache NiFi is an open-source project for dataflow automation. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Dataflow Automation,"Dataflow Automation, Java, Flow-based routing, backpressure and provenance tracking","Build a reliable and extensible dataflow automation solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable dataflow automation platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect streaming files, events and records, apply flow-based routing, backpressure and provenance tracking, validate functionality and deploy the solution using Java.",authentication; data layer; core services; user interface; administration,Java,"Flow-based routing, backpressure and provenance tracking","Streaming files, events and records",Java,Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable dataflow automation platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/apache/nifi,,Apache NiFi contributors,Apache Software Foundation,2014,https://github.com/apache/nifi,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE127,ClickHouse,"ClickHouse is an open-source project for columnar analytical database. It provides production-ready services, extensible components and documented deployment workflows.",Data Engineering,Columnar Analytical Database,"Columnar Analytical Database, C++, Vectorized execution, columnar compression and distributed aggregation","Build a reliable and extensible columnar analytical database solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable columnar analytical database platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect analytical tables and event data, apply vectorized execution, columnar compression and distributed aggregation, validate functionality and deploy the solution using C++.",storage engine; query processor; replication; administration; monitoring,C++,"Vectorized execution, columnar compression and distributed aggregation",Analytical tables and event data,C++,C++,"Git, Docker, command line, package manager, automated testing and documentation tools",Multi-core server or distributed cluster; SSD storage recommended,"A deployable columnar analytical database platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/ClickHouse/ClickHouse,,ClickHouse contributors,ClickHouse Inc.,2016,https://github.com/ClickHouse/ClickHouse,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE128,Grafana,"Grafana is an open-source project for observability dashboard. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Observability Dashboard,"Observability Dashboard, Go, TypeScript, React, Time-series querying and dashboard visualization","Build a reliable and extensible observability dashboard solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable observability dashboard platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect metrics, logs and traces, apply time-series querying and dashboard visualization, validate functionality and deploy the solution using Go, TypeScript, React.",authentication; data layer; core services; user interface; administration,"Go, TypeScript, React",Time-series querying and dashboard visualization,"Metrics, logs and traces","Go, TypeScript",Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable observability dashboard platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/grafana/grafana,,Grafana contributors,Grafana Labs,2014,https://github.com/grafana/grafana,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE129,Grafana Loki,"Grafana Loki is an open-source project for log aggregation. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Log Aggregation,"Log Aggregation, Go, Label-based indexing and distributed log storage","Build a reliable and extensible log aggregation solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable log aggregation platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect application and infrastructure logs, apply label-based indexing and distributed log storage, validate functionality and deploy the solution using Go.",authentication; data layer; core services; user interface; administration,Go,Label-based indexing and distributed log storage,Application and infrastructure logs,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable log aggregation platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/grafana/loki,,Grafana Loki contributors,Grafana Labs,2018,https://github.com/grafana/loki,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE130,Jaeger,"Jaeger is an open-source project for distributed tracing. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Distributed Tracing,"Distributed Tracing, Go, Trace propagation, sampling and span aggregation","Build a reliable and extensible distributed tracing solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable distributed tracing platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect distributed trace spans, apply trace propagation, sampling and span aggregation, validate functionality and deploy the solution using Go.",configuration; control plane; runtime services; observability; administration,Go,"Trace propagation, sampling and span aggregation",Distributed trace spans,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable distributed tracing platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/jaegertracing/jaeger,,Jaeger contributors,Cloud Native Computing Foundation,2015,https://github.com/jaegertracing/jaeger,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE131,Helm,"Helm is an open-source project for kubernetes package manager. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Kubernetes Package Manager,"Kubernetes Package Manager, Go, Template rendering and release lifecycle management","Build a reliable and extensible kubernetes package manager solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable kubernetes package manager platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect kubernetes manifests and chart metadata, apply template rendering and release lifecycle management, validate functionality and deploy the solution using Go.",configuration; control plane; runtime services; observability; administration,Go,Template rendering and release lifecycle management,Kubernetes manifests and chart metadata,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable kubernetes package manager platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/helm/helm,,Helm contributors,Cloud Native Computing Foundation,2015,https://github.com/helm/helm,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE132,Argo CD,"Argo CD is an open-source project for gitops continuous delivery. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,GitOps Continuous Delivery,"GitOps Continuous Delivery, Go, TypeScript, Declarative reconciliation and Git-based deployment","Build a reliable and extensible gitops continuous delivery solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable gitops continuous delivery platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect git repositories and kubernetes resources, apply declarative reconciliation and git-based deployment, validate functionality and deploy the solution using Go, TypeScript.",authentication; data layer; core services; user interface; administration,"Go, TypeScript",Declarative reconciliation and Git-based deployment,Git repositories and Kubernetes resources,"Go, TypeScript",Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable gitops continuous delivery platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/argoproj/argo-cd,,Argo CD contributors,Argo Project,2018,https://github.com/argoproj/argo-cd,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE133,Argo Workflows,"Argo Workflows is an open-source project for workflow orchestration. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Workflow Orchestration,"Workflow Orchestration, Go, DAG and step-based workflow scheduling","Build a reliable and extensible workflow orchestration solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable workflow orchestration platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect containerized workflow inputs and artifacts, apply dag and step-based workflow scheduling, validate functionality and deploy the solution using Go.",authentication; data layer; core services; user interface; administration,Go,DAG and step-based workflow scheduling,Containerized workflow inputs and artifacts,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable workflow orchestration platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/argoproj/argo-workflows,,Argo Workflows contributors,Argo Project,2017,https://github.com/argoproj/argo-workflows,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE134,Istio,"Istio is an open-source project for service mesh. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Service Mesh,"Service Mesh, Go, C++, Traffic management, policy enforcement and telemetry","Build a reliable and extensible service mesh solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable service mesh platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect service traffic and configuration, apply traffic management, policy enforcement and telemetry, validate functionality and deploy the solution using Go, C++.",configuration; control plane; runtime services; observability; administration,"Go, C++","Traffic management, policy enforcement and telemetry",Service traffic and configuration,"Go, C++",Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable service mesh platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/istio/istio,,Istio contributors,Cloud Native Computing Foundation,2017,https://github.com/istio/istio,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE135,Envoy Proxy,"Envoy Proxy is an open-source project for cloud-native proxy. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Cloud-Native Proxy,"Cloud-Native Proxy, C++, Layer-7 routing, load balancing and circuit breaking","Build a reliable and extensible cloud-native proxy solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable cloud-native proxy platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect network traffic and telemetry, apply layer-7 routing, load balancing and circuit breaking, validate functionality and deploy the solution using C++.",configuration; control plane; runtime services; observability; administration,C++,"Layer-7 routing, load balancing and circuit breaking",Network traffic and telemetry,C++,C++,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable cloud-native proxy platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/envoyproxy/envoy,,Envoy Proxy contributors,Cloud Native Computing Foundation,2016,https://github.com/envoyproxy/envoy,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE136,Linkerd,"Linkerd is an open-source project for service mesh. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Service Mesh,"Service Mesh, Rust, Go, Service discovery, mTLS and traffic balancing","Build a reliable and extensible service mesh solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable service mesh platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect service traffic and metrics, apply service discovery, mtls and traffic balancing, validate functionality and deploy the solution using Rust, Go.",configuration; control plane; runtime services; observability; administration,"Rust, Go","Service discovery, mTLS and traffic balancing",Service traffic and metrics,"Rust, Go",Rust,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable service mesh platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/linkerd/linkerd2,,Linkerd contributors,Cloud Native Computing Foundation,2016,https://github.com/linkerd/linkerd2,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE137,OpenTelemetry Collector,"OpenTelemetry Collector is an open-source project for telemetry collection. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Telemetry Collection,"Telemetry Collection, Go, Receiver-processor-exporter pipelines","Build a reliable and extensible telemetry collection solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable telemetry collection platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect metrics, logs and traces, apply receiver-processor-exporter pipelines, validate functionality and deploy the solution using Go.",configuration; control plane; runtime services; observability; administration,Go,Receiver-processor-exporter pipelines,"Metrics, logs and traces",Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable telemetry collection platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/open-telemetry/opentelemetry-collector,,OpenTelemetry Collector contributors,Cloud Native Computing Foundation,2019,https://github.com/open-telemetry/opentelemetry-collector,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE138,Harbor,"Harbor is an open-source project for container registry. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Container Registry,"Container Registry, Go, TypeScript, Artifact storage, replication and vulnerability scanning","Build a reliable and extensible container registry solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable container registry platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect container images and oci artifacts, apply artifact storage, replication and vulnerability scanning, validate functionality and deploy the solution using Go, TypeScript.",configuration; control plane; runtime services; observability; administration,"Go, TypeScript","Artifact storage, replication and vulnerability scanning",Container images and OCI artifacts,"Go, TypeScript",Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable container registry platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/goharbor/harbor,,Harbor contributors,Cloud Native Computing Foundation,2016,https://github.com/goharbor/harbor,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE139,K3s,"K3s is an open-source project for lightweight kubernetes. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Lightweight Kubernetes,"Lightweight Kubernetes, Go, Compact Kubernetes control plane and embedded components","Build a reliable and extensible lightweight kubernetes solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable lightweight kubernetes platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect cluster state and container workloads, apply compact kubernetes control plane and embedded components, validate functionality and deploy the solution using Go.",configuration; control plane; runtime services; observability; administration,Go,Compact Kubernetes control plane and embedded components,Cluster state and container workloads,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable lightweight kubernetes platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/k3s-io/k3s,,K3s contributors,SUSE,2019,https://github.com/k3s-io/k3s,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE140,MinIO,"MinIO is an open-source project for object storage. It provides production-ready services, extensible components and documented deployment workflows.",Cloud Computing,Object Storage,"Object Storage, Go, Erasure coding, distributed object storage and S3 APIs","Build a reliable and extensible object storage solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable object storage platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect objects and binary files, apply erasure coding, distributed object storage and s3 apis, validate functionality and deploy the solution using Go.",authentication; data layer; core services; user interface; administration,Go,"Erasure coding, distributed object storage and S3 APIs",Objects and binary files,Go,Go,"Git, Docker, command line, package manager, automated testing and documentation tools","Linux server, container runtime or Kubernetes cluster","A deployable object storage platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/minio/minio,,MinIO contributors,MinIO Inc.,2015,https://github.com/minio/minio,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE141,Jenkins,"Jenkins is an open-source project for continuous integration. It provides production-ready services, extensible components and documented deployment workflows.",Software Engineering,Continuous Integration,"Continuous Integration, Java, Pipeline orchestration and plugin-based automation","Build a reliable and extensible continuous integration solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable continuous integration platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect source code, build artifacts and test results, apply pipeline orchestration and plugin-based automation, validate functionality and deploy the solution using Java.",authentication; data layer; core services; user interface; administration,Java,Pipeline orchestration and plugin-based automation,"Source code, build artifacts and test results",Java,Java,"Git, Docker, command line, package manager, automated testing and documentation tools",Standard development workstation and application server,"A deployable continuous integration platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/jenkinsci/jenkins,,Jenkins contributors,Jenkins Project,2011,https://github.com/jenkinsci/jenkins,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE142,Gitea,"Gitea is an open-source project for git hosting platform. It provides production-ready services, extensible components and documented deployment workflows.",Software Engineering,Git Hosting Platform,"Git Hosting Platform, Go, JavaScript, Git repository hosting, issue tracking and access control","Build a reliable and extensible git hosting platform solution that can be deployed, administered and integrated with other systems.","Organizations need a maintainable git hosting platform platform that avoids fragmented tools, manual workflows and difficult integrations.","Configure the platform, connect repositories, issues and users, apply git repository hosting, issue tracking and access control, validate functionality and deploy the solution using Go, JavaScript.",authentication; data layer; core services; user interface; administration,"Go, JavaScript","Git repository hosting, issue tracking and access control","Repositories, issues and users","Go, JavaScript",Go,"Git, Docker, command line, package manager, automated testing and documentation tools",Standard development workstation and application server,"A deployable git hosting platform platform with functional APIs or interfaces, persistent data and measurable operational results.",https://github.com/go-gitea/gitea,,Gitea contributors,Gitea community,2016,https://github.com/go-gitea/gitea,Open-source software project,Very Good,"Repository link and core technology details are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
