Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
P001075,Biodiversity Project 14,"Biodiversity Project 14 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001076,Carbon Management Project 15,"Carbon Management Project 15 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001077,Air Quality Project 16,"Air Quality Project 16 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001078,Water Quality Project 17,"Water Quality Project 17 is a conceptual academic project in Environmental Science, focused on water quality using modern software, data and intelligent-system techniques.",Environmental Science,Water Quality,"Environmental Science, Water Quality, data analytics, automation, decision support",Design and evaluate a practical water quality solution for the environmental science domain.,"Existing water quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic water quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for water quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001079,Pollution Monitoring Project 18,"Pollution Monitoring Project 18 is a conceptual academic project in Environmental Science, focused on pollution monitoring using modern software, data and intelligent-system techniques.",Environmental Science,Pollution Monitoring,"Environmental Science, Pollution Monitoring, data analytics, automation, decision support",Design and evaluate a practical pollution monitoring solution for the environmental science domain.,"Existing pollution monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic pollution monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for pollution monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001080,Biodiversity Project 19,"Biodiversity Project 19 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001081,Carbon Management Project 20,"Carbon Management Project 20 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001082,Air Quality Project 21,"Air Quality Project 21 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001083,Water Quality Project 22,"Water Quality Project 22 is a conceptual academic project in Environmental Science, focused on water quality using modern software, data and intelligent-system techniques.",Environmental Science,Water Quality,"Environmental Science, Water Quality, data analytics, automation, decision support",Design and evaluate a practical water quality solution for the environmental science domain.,"Existing water quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic water quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for water quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001084,Pollution Monitoring Project 23,"Pollution Monitoring Project 23 is a conceptual academic project in Environmental Science, focused on pollution monitoring using modern software, data and intelligent-system techniques.",Environmental Science,Pollution Monitoring,"Environmental Science, Pollution Monitoring, data analytics, automation, decision support",Design and evaluate a practical pollution monitoring solution for the environmental science domain.,"Existing pollution monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic pollution monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for pollution monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001085,Biodiversity Project 24,"Biodiversity Project 24 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001086,Carbon Management Project 25,"Carbon Management Project 25 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001087,Air Quality Project 26,"Air Quality Project 26 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001088,Water Quality Project 27,"Water Quality Project 27 is a conceptual academic project in Environmental Science, focused on water quality using modern software, data and intelligent-system techniques.",Environmental Science,Water Quality,"Environmental Science, Water Quality, data analytics, automation, decision support",Design and evaluate a practical water quality solution for the environmental science domain.,"Existing water quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic water quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for water quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001089,Pollution Monitoring Project 28,"Pollution Monitoring Project 28 is a conceptual academic project in Environmental Science, focused on pollution monitoring using modern software, data and intelligent-system techniques.",Environmental Science,Pollution Monitoring,"Environmental Science, Pollution Monitoring, data analytics, automation, decision support",Design and evaluate a practical pollution monitoring solution for the environmental science domain.,"Existing pollution monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic pollution monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for pollution monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001090,Biodiversity Project 29,"Biodiversity Project 29 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001091,Carbon Management Project 30,"Carbon Management Project 30 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001092,Air Quality Project 31,"Air Quality Project 31 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001093,Water Quality Project 32,"Water Quality Project 32 is a conceptual academic project in Environmental Science, focused on water quality using modern software, data and intelligent-system techniques.",Environmental Science,Water Quality,"Environmental Science, Water Quality, data analytics, automation, decision support",Design and evaluate a practical water quality solution for the environmental science domain.,"Existing water quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic water quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for water quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001094,Pollution Monitoring Project 33,"Pollution Monitoring Project 33 is a conceptual academic project in Environmental Science, focused on pollution monitoring using modern software, data and intelligent-system techniques.",Environmental Science,Pollution Monitoring,"Environmental Science, Pollution Monitoring, data analytics, automation, decision support",Design and evaluate a practical pollution monitoring solution for the environmental science domain.,"Existing pollution monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic pollution monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for pollution monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001095,Biodiversity Project 34,"Biodiversity Project 34 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001096,Carbon Management Project 35,"Carbon Management Project 35 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001097,Air Quality Project 36,"Air Quality Project 36 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001098,Water Quality Project 37,"Water Quality Project 37 is a conceptual academic project in Environmental Science, focused on water quality using modern software, data and intelligent-system techniques.",Environmental Science,Water Quality,"Environmental Science, Water Quality, data analytics, automation, decision support",Design and evaluate a practical water quality solution for the environmental science domain.,"Existing water quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic water quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for water quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001099,Pollution Monitoring Project 38,"Pollution Monitoring Project 38 is a conceptual academic project in Environmental Science, focused on pollution monitoring using modern software, data and intelligent-system techniques.",Environmental Science,Pollution Monitoring,"Environmental Science, Pollution Monitoring, data analytics, automation, decision support",Design and evaluate a practical pollution monitoring solution for the environmental science domain.,"Existing pollution monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic pollution monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for pollution monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001100,Biodiversity Project 39,"Biodiversity Project 39 is a conceptual academic project in Environmental Science, focused on biodiversity using modern software, data and intelligent-system techniques.",Environmental Science,Biodiversity,"Environmental Science, Biodiversity, data analytics, automation, decision support",Design and evaluate a practical biodiversity solution for the environmental science domain.,"Existing biodiversity processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic biodiversity dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for biodiversity with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001101,Carbon Management Project 40,"Carbon Management Project 40 is a conceptual academic project in Environmental Science, focused on carbon management using modern software, data and intelligent-system techniques.",Environmental Science,Carbon Management,"Environmental Science, Carbon Management, data analytics, automation, decision support",Design and evaluate a practical carbon management solution for the environmental science domain.,"Existing carbon management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic carbon management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for carbon management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P001102,Air Quality Project 41,"Air Quality Project 41 is a conceptual academic project in Environmental Science, focused on air quality using modern software, data and intelligent-system techniques.",Environmental Science,Air Quality,"Environmental Science, Air Quality, data analytics, automation, decision support",Design and evaluate a practical air quality solution for the environmental science domain.,"Existing air quality processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic air quality dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for air quality with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
